source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Oregon DOT,,8378,02/15/2014 05:44:00 PM,,"OR 138, milepost 30.5",,"OR 138, milepost 30.5",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8378.0,United States,US,Oregon,1795.0,Glide,18.81181,07/06/2016 03:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.8693,43.3021
www.theepochtimes.com,http://www.theepochtimes.com/n3/422588-mount-washington-landslide-2-hikers-that-triggered-landslide-are-rescued/,5732,12/28/2013 05:30:00 PM,,"Mount Washington, N.H.","Two hikers who triggered an avalanche on Mount Washington that carried them 800 feet over rocks, cliffs and ice were rescued early Sunday morning and treated for non-life-threatening injuries, officials said. The two were separated from a pair of fellow hikers and missed a turn on a trail because of low visibility and unknowingly entered an avalanche area known as Òthe Lip,Ó triggering the avalanche that carried them to the bottom of Tuckerman Ravine, said U.S. Forest Service spokeswoman Colleen Mainville. Mainville said the avalanche occurred at about 5:30 p.m. Saturday and the call for help came in just after 8 p.m. The injured and disoriented hikers climbed about 200 feet before they were met by rescuers and they were able to hike down with assistance to shelters on the mountain, Mainville said. They were transported by a U.S. Forest Service snow cat to awaiting ambulances at about 2 a.m. Sunday. Mainville said she doesnÕt know whether they were admitted to the hospital, but she sai","Mount Washington, N.H.",1km,other,other,medium,unknown,0.0,2.0,,,,glc,5732.0,United States,US,New Hampshire,1600.0,Gorham,17.23167,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-71.3026,44.2637
seattletimes.com,http://seattletimes.com/html/localnews/2018700019_apwatraintracklandslide.html,4461,07/14/2012 12:00:00 AM,,"Colombia River Gorge, Pasco, WA",Railroad crews have reopened a section of track in the Colombia River Gorge near Pasco that was hit by a mudslide Saturday during a  thunderstorm with heavy rain Burlington Northern Santa Fe spokesman Gus Melonas (mel-OWN'-us) says the track reopened about 12:30 a.m. Monday after workers removed boulders that landed on top of 300 feet of track. Workers also filled in washouts that took out the roadbed in two places.The mudslide was picked up by sensors before any trains reached the scene. The track is used by about 35 freight trains a day and two Amtrak trains traveling between Portland and Spokane.,"Colombia River Gorge, Pasco, WA",10km,landslide,downpour,large,unknown,,,,,,glc,4461.0,United States,US,Washington,59781.0,Pasco,0.35893,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-119.1009,46.2428
Source: Matthew Crawford (KGS),,61,04/15/2007 12:00:00 AM,,"Kentucky, Pike Co., US 460",,"Kentucky, Pike Co., US 460",5km,landslide,downpour,small,below_road,0.0,,,,,glc,61.0,United States,US,Kentucky,6903.0,Pikeville,5.66542,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.4931,37.4325
Go Lake Chelan,http://www.golakechelan.com/sr-971-to-reopen-this-afternoon-as-crews-finish-work-on-rockslide-on-the-south-shore-of-lake-chelan/,7525,02/18/2016 12:00:00 AM,,"Manson : “We had one large boulder left this morning that we broke with two blasts,” Winkle said. “One rock was imbedded about a foot and a half into*","“We had one large boulder left this morning that we broke with two blasts,” Winkle said. “One rock was imbedded about a foot and a half into the roadway, that’s where we’ll complete a temporary patch this afternoon.”",,5km,landslide,unknown,medium,above_road,0.0,0.0,,http://golakechelan.s3-us-west-2.amazonaws.com/2016/02/24132116/GLC_Rockslide2%E2%80%94KH1-1-e1456349073569.jpg,,glc,7525.0,United States,US,Washington,1468.0,Manson,2.77432,02/26/2016 01:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-120.1604,47.8599
Oregon DOT,,8785,04/21/2011 05:40:00 PM,,"US 101, milepost 187.2",,"US 101, milepost 187.2",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8785.0,United States,US,Oregon,8466.0,Florence,3.96332,07/08/2016 04:53:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.1017,44.0183
Oregon DOT,,8010,01/19/2016 11:54:00 AM,,"OR 138, milepost 43",,"OR 138, milepost 43",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8010.0,United States,US,Oregon,1795.0,Glide,34.06782,06/30/2016 05:22:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6815,43.312
Signon San Diego.com,http://www.signonsandiego.com/news/metro/20071130-1627-bn30rain6.html,376,11/30/2007 12:00:00 AM,,"Del Dios Highway, from Mount Israel Road to the east and Calle Ambiente to the west",heavy rains caused minor debris and mud flows along roads causing may accidents and very delayed traffic. Possibly exacerbated by previous wild fires,"Del Dios Highway, from Mount Israel Road to the east and Calle Ambiente to the west",5km,mudslide,rain,small,unknown,,,,,,glc,376.0,United States,US,California,3117.0,Rancho Santa Fe,6.48824,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.1378,33.0409
themapleleafer,http://www.themapleleafer.com/2010/12/list-of-landslides-on-the-burke-gilman-trail/,2834,12/12/2010 12:00:00 AM,,"10692 Riviera, Burke-Gilman trail, Seattle, WA","10692 Riviera: in ditch, not over trail [minor]. Occurred sometime over the weekend.","10692 Riviera, Burke-Gilman trail, Seattle, WA",exact,landslide,downpour,small,unknown,0.0,,,,,glc,2834.0,United States,US,Washington,22707.0,Inglewood-Finn Hill,3.58572,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.2756,47.7078
Oregon DOT,,8202,02/07/2015 09:40:00 AM,,"OR 241, milepost 3",,"OR 241, milepost 3",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8202.0,United States,US,Oregon,1444.0,Bunker Hill,3.50555,07/01/2016 06:05:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.1618,43.3593
magicvalley,http://www.magicvalley.com/articles/2009/06/24/news/local_state/164790.txt,1040,06/21/2009 06:00:00 PM,,"Warm Springs Road,Ketchum,  Blaine County, Idaho","The summer has sent wild weather to Warm Springs Road in Ketchum. The road, which is usually open to campers this time of year, was still only open to local residents Tuesday afternoon. Another mudslide occurred around 6 p.m. Sunday, causing the road to be shut down. But Blaine County road and bridge crews had the road cleared in about four hours, according to Chuck Turner, Blaine County disaster services coordinator. Turner said crews hope to have the first road and bridge culvert repairs done today. As for weekend camping, Turner said he is unsure about the road because of the weather. According to the Blaine County Web site, campsites may be inundated and in need of repair.","Warm Springs Road,Ketchum,  Blaine County, Idaho",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,1040.0,United States,US,Idaho,2689.0,Ketchum,1.27144,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-114.3755,43.6883
9News,http://www.9news.com/traffic/rock-slide-closes-us-285-near-bailey/250668405,7834,06/20/2016 04:50:00 PM,,US 285 near Bailey,US 285 closed in both directions near Bailey Monday afternoon due to a rock slide and mud slide. It reopened more than two hours later.,US 285 near Bailey,10km,mudslide,downpour,medium,above_road,0.0,0.0,,,,glc,7834.0,United States,US,Colorado,9038.0,Evergreen,28.37258,06/24/2016 06:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-105.4724,39.4078
West Virginia Metro News,http://wvmetronews.com/2016/06/08/cause-of-mudslide-near-justice-owned-mine-site-in-kentucky-not-yet-clear/,9177,06/02/2016 12:00:00 AM,,"Bent Mountain Surface Mines near Meta, Pike County, Kentucky","Mine regulators have not yet determined if conditions at a Pike County, Kentucky surface mine owned by Jim Justice, a coal producer and Democratic candidate for governor in West Virginia, directly contributed to a mudslide and flooding after heavy rain last Thursday.  Six homes in the Meta community near the Bent Mountain surface mining site, part of Kentucky Fuel Corporation, were damaged and reports indicated the slide also put mud onto other properties and affected the county road.","Bent Mountain Surface Mines near Meta, Pike County, Kentucky",5km,mudslide,downpour,large,mine,0.0,0.0,,,,glc,9177.0,United States,US,Kentucky,6903.0,Pikeville,15.14339,07/25/2016 07:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-82.4423,37.577
KRBD,http://www.krbd.org/2014/10/14/landslide-knocks-out-power-overnight/,6252,10/13/2014 04:30:00 PM,,Ward Cove,"A landslide Monday afternoon in the Ward Cove area blocked traffic for several hours, and took out power to Ketchikan’s North End residents until early this morning.",Ward Cove,5km,landslide,rain,small,above_road,0.0,0.0,,http://www.krbd.org/wp-content/uploads/2014/10/1891114_10152925137154180_8721756747686921634_n-e1413316072470.jpg,,glc,6252.0,United States,US,Alaska,8050.0,Ketchikan,8.08462,10/17/2014 06:55:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-131.72,55.4021
KSBW,http://www.ksbw.com/news/rockslide-on-highway-9-in-felton/37580408,9239,01/22/2016 12:00:00 AM,,Highway 9 in Felton,"A rock slide on Highway 9 in Felton resulted in two victims being injured, 911 dispatchers said.  Falling mud and rocks caused three vehicles to crash at 12:48 p.m.  Highway 9's southbound lane near Felton Empire Road was blocked.  The first wave of a dual-front storm blew into the Central Coast, and by early Friday, drizzle, heavy mist, and showers had made roadways slippery.  Nearly 1 inch of rain fell on the Santa Cruz mountains Friday.  A high surf advisory is in effect for much of the Central California coastline, while king tides are creating dramatic high and low tides.",Highway 9 in Felton,1km,landslide,rain,small,above_road,0.0,0.0,,http://www.ksbw.com/image/view/-/37582316/medRes/1/-/maxh/460/maxw/620/-/lvqio3/-/the-felton-slide-jpg.jpg,,glc,9239.0,United States,US,California,4057.0,Felton,0.27996,08/01/2016 01:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.0736,37.0538
ksbw,http://www.ksbw.com/news/22765153/detail.html,1544,03/06/2010 12:00:00 AM,,"Highway 1, 17 mi north of Monterey County and San Luis Obispo County line, CA",Two mudslides caused some problems Saturday for drivers on Highway 1.  Divers going south had to wait as long as two hours to get through.  As of 2 p.m. Saturday California Department of Transportation said it was providing escorts through the area.,"Highway 1, 17 mi north of Monterey County and San Luis Obispo County line, CA",5km,mudslide,downpour,small,unknown,0.0,,,,,glc,1544.0,United States,US,California,12874.0,King City,41.40142,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.5106,36.0082
khon2,http://www.khon2.com/news/local/story/Kauai-under-flash-flood-watch-through-the-night/9afNbGZLCkOo6svQE-iFlQ.cspx,4229,02/26/2012 09:00:00 AM,,"Kalihiwai Road, Kaua'I, Hawaii","The National Weather Service has cancelled the flash flood warning for Kaua‘i, however the island will remain under a flash flood watch until 6:00 a.m., Monday, February 27. Due to the heavy rains throughout Kaua'i over the last 24 hours, several weather-related incidents have been reported Kauai officials say. Landslides and boulders were reported on Kalihiwai Road, Akemama Road in Lawa'i, Kahumoku Road in Lihu'e and Waha Road in Kalaheo. Department of Public Works crews have since cleared the roadways.","Kalihiwai Road, Kaua'I, Hawaii",5km,other,downpour,small,unknown,0.0,,,,,glc,4229.0,United States,US,Hawaii,2803.0,Kīlauea,2.09263,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-159.4252,22.2173
Oregon DOT,,8725,01/19/2012 05:46:00 AM,,"OR 58, milepost 17",,"OR 58, milepost 17",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8725.0,United States,US,Oregon,1045.0,Lowell,6.22223,07/08/2016 02:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7194,43.8872
pnwlocalnews,http://www.pnwlocalnews.com/whidbey/swr/news/121211109.html,3382,04/19/2011 12:00:00 AM,,"South end of coastal village off Hastings rd., Whidbey island, WA","Tuesday’s slide followed a similar incident about two weeks ago at the other end of the beach area, when a mudslide caused a short power disruption to residents of the area. Stanford said power to those residents also was not affected by the latest slide.  …  May 03 2011  A mudslide closed a road leading to a small beach community north of Clinton, the second slide in the area in two weeks, officials said.  Jon Beck, Island County Fire District 3 deputy chief, said the slide occurred about 4 p.m. Monday, May 2, behind a house on Hastings Road, depositing a pile of dirt, small trees and debris about 10 feet wide, 20 feet deep and 8 feet high on the roadway.  The road was closed, but the house appeared not to be damaged, Beck said. No one was home at the time of the slide, and no injuries were reported, he added.  …  The slide occurred about 80 feet up the hill. It left a stark swath of mud amid the standing trees and shrubs on each side.  Tuesday’s slide followed a similar incident abou","South end of coastal village off Hastings rd., Whidbey island, WA",1km,mudslide,downpour,small,unknown,0.0,,,,,glc,3382.0,United States,US,Washington,1035.0,Langley,6.53383,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.363,47.989
Oregon DOT,,8617,03/30/2012 07:21:00 AM,,"OR 34, milepost 11",,"OR 34, milepost 11",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8617.0,United States,US,Oregon,2033.0,Waldport,14.28007,07/07/2016 04:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-123.8917,44.4066
signonsandiego,http://www.signonsandiego.com/news/2010/dec/29/soggy-ground-gives-way-more-slides-possible/,2874,12/21/2010 12:00:00 AM,,"1500 block of Neptune Avenue, Encinitas, CA","Lifeguards in Encinitas continued monitoring a bluff that collapsed beneath two homes along the 1500 block of Neptune Avenue. On Wednesday, the hillside appeared to be holding, although police reported several small slides nearby in an area known as Beacon’s Beach.","1500 block of Neptune Avenue, Encinitas, CA",exact,landslide,downpour,small,unknown,0.0,,,,,glc,2874.0,United States,US,California,59518.0,Encinitas,4.45005,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-117.3092,33.0744
www.wvgazette.com,http://www.wvgazette.com/News/201307250041,5186,07/24/2013 12:00:00 AM,,"W.Va. 10 In Logan County, Wv","Road crews were also on their second day trying to clear a massive slide on W.Va. 10 in Logan County and were battling a mud and tree slide across W.Va. 74 in Marshall County.  ""Up there it's rained 19 of the last 21 days,"" Walker said. Things haven't been much better in more southern parts of the state, which have seen steady and sometimes heavy rainfall over much of the last three weeks. Walker said rainfall on already saturated ground leads to slips and landslides.","W.Va. 10 In Logan County, Wv",50km,landslide,downpour,medium,unknown,,,,,,glc,5186.0,United States,US,West Virginia,1779.0,Logan,5.91065,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-81.9348,37.8228
Oregon DOT,,8388,02/12/2014 07:26:00 PM,,"I 84, milepost 60",,"I 84, milepost 60",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8388.0,United States,US,Oregon,7167.0,Hood River,5.43676,07/06/2016 03:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-121.5913,45.7051
Oregon DOT,,8185,03/19/2015 05:45:00 PM,,"Historic Columbia River Highway, milepost 0.8",,"Historic Columbia River Highway, milepost 0.8",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8185.0,United States,US,Oregon,15962.0,Troutdale,1.64596,07/01/2016 05:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3712,45.5297
Oregon DOT,,8270,12/18/2014 11:08:00 PM,,"US 101, milepost 173",,"US 101, milepost 173",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8270.0,United States,US,Oregon,8466.0,Florence,24.45051,07/05/2016 06:47:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-124.1133,44.2025
google.org,http://google.org/crisismap/2013-boulder-floods,5510,09/12/2013 12:00:00 AM,,"Golden, Co",Rockslide,"Golden, Co",1km,landslide,rain,medium,unknown,,,,,,glc,5510.0,United States,US,Colorado,2400.0,Coal Creek,6.81843,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-105.3033,39.8839
Columbian,http://www.columbian.com/news/2011/feb/12/landslide-disrupts-amtrak-traffic-in-vancouver/,3111,02/12/2011 06:50:00 AM,,"tracks just south of Felida Moorage, north of Vancouver, between rail junction and Felida, WA","A landslide in Vancouver will halt passenger train service through Clark County until 6:50 a.m. Monday.  The slide at 6:50 a.m. Saturday covered a section of the BNFS track between Vancouver’s rail junction and Felida.  BNSF spokesman Gus Melonas said the slide happened when a shelf atop a 100-foot-high cliff adjacent to the tracks peeled off.  The slide covered a 20-foot section of the double main rail line with mud, rocks, trees and other debris to a depth of 3 feet. The first rail line was cleared at about 9 a.m.; the second was cleared at about 2:30 p.m.","tracks just south of Felida Moorage, north of Vancouver, between rail junction and Felida, WA",5km,landslide,rain,small,above_road,,,,http://16749-presscdn-0-94.pagely.netdna-cdn.com/wp-content/uploads/2015/08/20110212-173950-pic-168425120.jpg,,glc,3111.0,United States,US,Washington,7385.0,Felida,1.06543,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.7038316,45.68817427
www.wvgazette.com,http://www.wvgazette.com/News/201307250041,5190,07/25/2013 06:00:00 AM,,"U.S. 60 About One Mile West Of Cedar Grove, Wv","Recent heavy rains may have been good for farmers, but are also resulting in an unwanted crop of rockslides and mudslides around West Virginia. ""San Francisco has their earthquakes, and we've got our slips and slides,"" said West Virginia Division of Highways spokesman Brent Walker. On Thursday, state highway repair crews were on the scene of three major slides around the state. Walker said crews were working to clear a huge rockslide that blocked U.S. 60 about one mile west of Cedar Grove in Kanawha County. Tons of rock broke loose high above the two-lane highway at about 10 a.m. and completely covered both lanes of the road. ""They needed to go in there and break up some rocks,"" Walker said, delaying work clearing the rock away as crews brought in the correct equipment for busting up the truck-sized boulders that lay across the road. U.S. 60 was expected to remain closed through the evening, with Kanawha County emergency responders saying it could be 10 p.m. before the road reopens","U.S. 60 About One Mile West Of Cedar Grove, Wv",1km,landslide,downpour,small,above_road,0.0,,,,,glc,5190.0,United States,US,West Virginia,1554.0,Chesapeake,7.84336,03/10/2016 02:51:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-81.4467,38.2212
The Columbia Tribune,http://www.columbiatribune.com/news/local/heavy-rains-cause-mudslide-behind-millersburg-home/article_f915579a-f10a-538f-a4c5-ed6b1ddcd2d1.html,7237,07/10/2015 12:00:00 AM,,Millersburg,"It’s a common occurrence for Schwab, who said the hill has been sliding away every time it has rained for several weeks. The erosion is making Schwab and his girlfriend, Tammy Mulcahey, nervous.",Millersburg,5km,mudslide,rain,small,other,0.0,0.0,,,,glc,7237.0,United States,US,Missouri,12790.0,Fulton,16.39489,07/20/2015 06:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-92.1242,38.8999
Honolulu Star Advertiser,http://www.staradvertiser.com/news/20110301_Landslide_prompts_clearing_of_Pali_cliffs.html,3153,02/27/2011 04:40:00 PM,,"Pali hwy, Kailua side of the tunnels near hairpin turn, HI","01:30 a.m. HST, Mar 01, 2011   The state plans to clear out a rock overhang at cliffs near the Pali Tunnels following a landslide that closed Kailua-bound lanes of Pali Highway on Sunday night.  Crews yesterday removed about 22 dump truck loads of debris, including boulders as large as 6 feet in diameter, early yesterday morning, said state Department of Transportation spokesman Dan Meisenzahl.  The landslide, reported at 4:40 p.m. Sunday, happened on the Kailua side of the tunnels, just before the hairpin turn. There were no injuries or damage to vehicles.  Crews initially kept open one Kailua-bound lane, but by 7:20 p.m. all Kailua-bound lanes from Waokanaka Street were closed. The lanes were reopened by 3:15 a.m. yesterday.  The landslide may have been caused by water seeping below the upper layers of soil and vegetation, making the cliffside unstable, Meisenzahl said.","Pali hwy, Kailua side of the tunnels near hairpin turn, HI",1km,landslide,rain,medium,above_road,,,,,,glc,3153.0,United States,US,Hawaii,2040.0,Maunawili,1.70783,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-157.7865241,21.36945629
Denver 7,http://www.thedenverchannel.com/news/mountains/rockslide-hits-eb-i-70-in-glenwood-canyon,8931,11/11/2015 05:28:00 AM,,Interstate 70 in Glenwood Canyon,"A small rockslide hit eastbound Interstate 70 in Glenwood Canyon Wednesday morning.  The rocks left two semi trucks disabled, but no one was hurt, according the Colorado Department of Transportation.  The rockslide closed both of the eastbound lanes near mile marker 126 at 5:28 a.m.  However, CDOT said crews were able to reopen one lane within 20 minutes.  Mile marker 126 is near the Hanging Lake Tunnel.",Interstate 70 in Glenwood Canyon,1km,landslide,unknown,medium,above_road,0.0,0.0,,http://media.thedenverchannel.com/photo/2015/11/11/GlenwoodCanyonRockSlide_1447264153376_26619026_ver1.0_640_480.jpg,,glc,8931.0,United States,US,Colorado,9614.0,Glenwood Springs,1.77004,07/13/2016 04:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-107.3092,39.561
heraldnet.com,http://heraldnet.com/article/20110315/NEWS01/703159885/-1/NEWS07,3219,03/14/2011 09:00:00 AM,,"Panaview Boulevard and Burl Place, Everett, WA","The Everett man and four of his neighbors live on a hillside overlooking the Snohomish River valley. For the last month, they've watched the steep bank below their homes rapidly erode.  One family had to abandon their home. Another lost their deck. Back yards along the strip of homes are all at risk of sloughing away.  It's not clear what's causing the slide -- or when it will stop.  ""Obviously, we are concerned,"" Himmelman said.  The homes are located along Panaview Boulevard and Burl Place in the Valley View neighborhood.  Monday morning, rain water rushed down the hillside in what's normally a dry drainage ditch. A few trees down the slope cracked and popped as the ground beneath them shifted.","Panaview Boulevard and Burl Place, Everett, WA",1km,landslide,downpour,small,unknown,0.0,,,,,glc,3219.0,United States,US,Washington,2418.0,Fobes Hill,5.86559,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.1908,47.9264
The Seattle Times,http://seattletimes.com/html/localnews/2023062252_apxmukilteomudslide.html#http://seattletimes.com/html/localnews/2023062252_apxmukilteomudslide.html,5928,03/06/2014 09:00:00 AM,,"1205 Mukilteo Speedway Mukilteo, WA 98275","MUKILTEO, Wash. —A mudslide hit the Burlington Northern Santa Fe railroad tracks on Thursday morning near Mukilteo.","1205 Mukilteo Speedway Mukilteo, WA 98275",5km,mudslide,unknown,medium,above_road,0.0,0.0,,,,glc,5928.0,United States,US,Washington,20254.0,Mukilteo,0.68391,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3099,47.9395
WJHL,http://wjhl.com/2016/02/24/rockslide-could-leave-sw-virginia-roadway-closed-for-a-week/,7519,02/24/2016 12:00:00 AM,,"Route 696 near the intersection of Route 702, Tazewell County, VA",Virginia Department of Transportation officials say a rockslide could take several days to clear.,"Route 696 near the intersection of Route 702, Tazewell County, VA",1km,landslide,unknown,medium,above_road,0.0,0.0,,https://mgtvwjhl.files.wordpress.com/2016/02/route-696-february-2016-slide-photo-2-compresssed.jpg?w=650,,glc,7519.0,United States,US,Virginia,1371.0,Springville,8.58443,02/26/2016 11:34:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-81.3724,37.2699
Preserve the Bear Tooth Front,http://preservethebeartoothfront.com/2015/06/07/stillwater-river-rock-slide-reminds-us-of-the-dangers-of-drilling/,7353,06/03/2015 12:00:00 AM,,Stillwater River Road,"Stillwater River Road was closed by a rockslide on June 3 and has remained closed for the last eight weeks. Despite increasing public discontent, Commissioners have not revealed plans for when, if ever, the road will be reopened. A recent notice in the Stillwater County News indicated that Commissioners have received a $1.4 million bid for repairs.",Stillwater River Road,1km,landslide,unknown,small,above_road,0.0,0.0,,https://davidjkatz.files.wordpress.com/2015/07/stillwater-rockslide-looking-upstream.jpg?w=640&h=159,,glc,7353.0,United States,US,Montana,1150.0,Absarokee,18.10003,10/27/2015 07:11:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-109.6715,45.4942
Komo News,http://komonews.com/archive/flooding-mudslides-follow-relentless-rain-in-western-wash-11-17-2015,8946,11/14/2015 12:00:00 AM,,between Tacoma and Olympia,"It was a soggy Saturday across Western Washington as relentless rain has led to flooding and minor mudslides in some areas.  Even though most in the Pacific Northwest are used to being waterlogged, three days of rain has taken its toll.   A mudslide stopped all passenger trains between Tacoma and Olympia. BNSF said a 90-foot cliff let loose, and slid over a portion of the track. The mud is about 15-feet deep, and the train isn't expected to be moving again until Monday.",between Tacoma and Olympia,25km,mudslide,rain,medium,above_road,0.0,0.0,,,,glc,8946.0,United States,US,Washington,8199.0,DuPont,1.95262,07/14/2016 01:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.6066,47.1017
www.syracuse.com,http://www.syracuse.com/news/index.ssf/2013/06/camillus_highway_closed_by_mud.html,4886,05/29/2013 12:00:00 AM,,"State Route 174, Camillus, Ny","The portion of Route 174 that was shut down by mudslides twice in two weeks has reopened. Officials said the stretch of Route 174 between the village of Camillus and Forward Road reopened around 4:30 p.m. Thursday. The highway shut down after a torrential downpour around 10:15 a.m. caused a mudslide. The same road was closed off for a few hours of repairs on May 29 due to a mudslide also caused by heavy rain, according to Gene Cilento, spokesperson of the New York State Department of Transportation.","State Route 174, Camillus, Ny",5km,mudslide,downpour,small,unknown,0.0,,,,,glc,4886.0,United States,US,New York,1213.0,Camillus,2.5486,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-76.3302,43.0266
www.thenewstribune.com,http://www.thenewstribune.com/2013/07/09/2670789/eatonville-stretch-of-sr-7-closed.html,4831,04/01/2013 12:00:00 AM,,"Route 7 Between Alder And La Grande, Eatonville, Wa","Crews shut down a five-mile stretch of state Route 7 in Eatonville on Monday so they can build a debris-containment wall to ward off landslides such as the one that closed down the highway last year. The closure will be between Alder and La Grande. About 1,600 drivers use this stretch of road daily, according to the state Department of Transportation. A detour leading traffic down state Route 161 and Alder Cutoff Road will be in place through November. The detour will add 15 minutes to trips through the area, according to the Transportation Department. Crews are building a permanent containment wall to replace the temporary one constructed after a landslide dumped more than 300 cubic yards of debris on state Route 7 in April. The road will reopen twice Ñ for the Morton Loggers Jubilee, Aug. 8-13, and for Labor Day weekend, Aug. 30-Sept. 3.","Route 7 Between Alder And La Grande, Eatonville, Wa",5km,landslide,unknown,small,unknown,1.0,,,,,glc,4831.0,United States,US,Washington,2758.0,Eatonville,5.53362,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.3009,46.8235
necn.com,http://www.necn.com/news/new-england/Rock-Slide-Disables-Cars-Tractor-Trailer-338252892.html,8888,10/29/2015 12:00:00 AM,,"Interstate 91 between Rockingham and Springfield, Vermont","Authorities are cleaning up after a rockslide that disabled several cars and a tractor trailer unit on Interstate 91 between Rockingham and Springfield, Vermont. Vermont State Police said one person suffered a minor injury early Thursday. The interstate was temporarily closed between Exits 6 and 7 southbound due to the rockslide. One lane was re-opened by 6:30 a.m. Authorities said they were examining the risk possibility for further rockslides.","Interstate 91 between Rockingham and Springfield, Vermont",5km,landslide,unknown,medium,above_road,0.0,1.0,,,,glc,8888.0,United States,US,Vermont,1152.0,Charlestown,2.41884,07/11/2016 03:50:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-72.4511,43.2288
Oregon DOT,,8476,05/21/2013 03:50:00 PM,,"US 20, milepost 55",,"US 20, milepost 55",exact,landslide,unknown,unknown,above_road,0.0,0.0,,,,glc,8476.0,United States,US,Oregon,8925.0,Sweet Home,39.68912,07/06/2016 07:11:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,-122.238,44.398
